Synchronization-insensitive video watermarking using structured noise pattern,computer science,artificial intelligence,computer vision
Certificateless encryption secure against selective opening attack,computer science,computer network,computer security
Attacking supercomputers through targeted alteration of environmental control: A data driven case study,computer science,real time computing,computer network
Modeling correlated information change: from conditional beliefs to quantum conditionals,mathematics,artificial intelligence,machine learning
Analysing the Performance of a Tomographic Reconstructor with Different Neural Networks Frameworks,computer science,artificial intelligence,machine learning
Spectral Theory of Dynamical Systems,mathematics,mathematical analysis,correlation
A noise tolerant cache design to reduce gate and sub-threshold leakage in the nanometer regime,computer science,parallel computing,electronic engineering
Minimum decision cost reduct for fuzzy decision-theoretic rough set model,NA,NA,NA
Revisiting the Kronecker Array Transform,mathematics,mathematical optimization,signal processing
Automated game balancing of asymmetric video games,computer science,artificial intelligence,machine learning
How to Design a Common Telecom Infrastructure for Competitors to be Individually Rational and Collectively Optimal,computer science,computer network,management science
PBM-CFD Investigation of the Gas Holdup and Mass Transfer in a Lab-Scale Internal Loop Airlift Reactor,computer science,distributed computing,simulation
Evaluation of directional normalization methods for Landsat TM/ETM+ over primary Amazonian lowland forests,geography,artificial intelligence,remote sensing
Evaluation of Field Map and Nonlinear Registration Methods for Correction of Susceptibility Artifacts in Diffusion MRI,computer science,artificial intelligence,computer vision
Hyperspectral Anomaly Detection via a Sparsity Score Estimation Framework,mathematics,artificial intelligence,pattern recognition
Finite Horizon Energy-Efficient Scheduling with Energy Harvesting Transmitters over Fading Channels,computer science,real time computing,mathematical optimization
Measuring Interestingness of Theorems in Automated Theorem Finding by Forward Reasoning: A Case Study in Peano’s Arithmetic,NA,NA,NA
Agents of RUP Processes Model for IT Organizations Readiness to Agile Transformation Assessment.,computer science,data mining,systems engineering
The Effect of Photoperiod on the Mood of Reddit Users,psychology,social psychology,data collection
Cooperative Towing with Multiple Robots.,mathematics,control theory,control engineering
Node-Centric Community Detection in Multilayer Networks with Layer-Coverage Diversification Bias,NA,NA,NA
QUIN: Providing Integrated Analysis Support to Crime Investigators,computer science,data mining,management science
Triaging Content Severity in Online Mental Health Forums,computer science,data mining,knowledge management
Secret Correlation in Repeated Games with Imperfect Monitoring,mathematics,mathematical optimization,mathematical economics
"Using Wearable Devices for Non-invasive, Inexpensive Physiological Data Collection.",computer science,human computer interaction,data collection
A Mutation Operator Accelerated Quantum-Behaved Particle Swarm Optimization Algorithm for Hyperspectral Endmember Extraction,mathematics,algorithm,mathematical optimization
Consumer Information Services in Intercultural Tourism: An Ethnographic Study of Chinese Outbound Backpackers,NA,NA,NA
On the mapping of genotype to phenotype in evolutionary algorithms,computer science,artificial intelligence,machine learning
Intelligent Critic Control With Disturbance Attenuation for Affine Dynamics Including an Application to a Microgrid System,engineering,control theory,control engineering
"Effectiveness of online consumer reviews: the influence of valence, reviewer ethnicity, social distance and source trustworthiness",computer science,marketing,social psychology
An auto-calibration technique for BJT-based CMOS temperature sensors,computer science,electronic engineering,calibration
A Survey and Comparative Study of Hard and Soft Real-Time Dynamic Resource Allocation Strategies for Multi-/Many-Core Systems,computer science,data mining,simulation
Local Texture Patterns for Traffic Sign Recognition using Higher Order Spectra,mathematics,artificial intelligence,pattern recognition
Virtual Safe: Unauthorized movement detection for mobile devices,computer science,computer security,feature extraction
Modeling and implementation of brain emotional controller for Permanent Magnet Synchronous motor drive,computer science,artificial intelligence,machine learning
Platform independent profiling of a QCD code,physics,particle physics,theoretical computer science
Towards a Universal Hyperspectral Index to Assess Chlorophyll Content in Deciduous Forests,geology,remote sensing,reflectivity
